name,card_id,rare,stock
カオスポッド,GS04-JP001,nomal,0
昇霊術師 ジョウゲン,GS04-JP002,nomal,0
溶岩魔神ラヴァ・ゴーレム,GS04-JP003,nomal,0
カオス・ソルジャー －開闢の使者－,GS04-JP004,N-Rare,0
雷帝ザボルグ,GS04-JP005,nomal,0
Ｄ.Ｄ.クロウ,GS04-JP006,nomal,0
終末の騎士,GS04-JP007,nomal,0
ローンファイア・ブロッサム,GS04-JP008,nomal,0
スターダスト・ドラゴン,GS04-JP009,nomal,0
発条機雷ゼンマイン,GS04-JP010,nomal,0
魂の解放,GS04-JP011,nomal,0
強制転移,GS04-JP012,nomal,0
王家の眠る谷－ネクロバレー,GS04-JP013,nomal,0
エネミーコントローラー,GS04-JP014,nomal,0
強欲で謙虚な壺,GS04-JP015,N-Rare,0
グラヴィティ・バインド－超重力の網－,GS04-JP016,nomal,0
ウィジャ盤,GS04-JP017,nomal,0
ゴッドバードアタック,GS04-JP018,nomal,0
次元幽閉,GS04-JP019,nomal,0
スターライト・ロード,GS04-JP020,nomal,0
