name,card_id,rare,stock
魔鏡導士リフレクト・バウンダー,GS05-JP001,nomal,0
素早いモモンガ,GS05-JP002,nomal,0
月読命,GS05-JP003,nomal,0
ＴＨＥ トリッキー,GS05-JP004,nomal,0
地帝グランマーグ,GS05-JP005,nomal,0
森の番人グリーン・バブーン,GS05-JP006,N-Rare,0
Ｅ・ＨＥＲＯ エアーマン,GS05-JP007,nomal,0
エフェクト・ヴェーラー,GS05-JP008,nomal,0
ブラック・ローズ・ドラゴン,GS05-JP009,nomal,0
ナチュル・ビースト,GS05-JP010,nomal,0
ガチガチガンテツ,GS05-JP011,nomal,0
ラヴァルバル・チェイン,GS05-JP012,N-Rare,0
精神操作,GS05-JP013,nomal,0
魔導師の力,GS05-JP014,nomal,0
ディメンション・マジック,GS05-JP015,nomal,0
レベル制限Ｂ地区,GS05-JP016,nomal,0
禁じられた聖杯,GS05-JP017,nomal,0
マクロコスモス,GS05-JP018,nomal,0
くず鉄のかかし,GS05-JP019,nomal,0
神の警告,GS05-JP020,nomal,0
