name,card_id,rare,stock
オッドアイズ・ランサー・ドラゴン,CP17-JP001,Rare,0
ＥＭオッドアイズ・ミノタウロス,CP17-JP002,nomal,0
ＥＭオッドアイズ・ディゾルヴァー,CP17-JP003,nomal,0
ＥＭオッドアイズ・シンクロン,CP17-JP004,Rare,0
ＥＭ五虹の魔術師,CP17-JP005,Ultra,0
ＥＭ五虹の魔術師,CP17-JP005,Collectors,0
覇王紫竜オッドアイズ・ヴェノム・ドラゴン,CP17-JP006,Ultra,0
覇王紫竜オッドアイズ・ヴェノム・ドラゴン,CP17-JP006,Collectors,0
ＤＤＤ超死偉王ホワイテスト・ヘル・アーマゲドン,CP17-JP007,Rare,0
ＤＤＤ超死偉王ダークネス・ヘル・アーマゲドン,CP17-JP008,Rare,0
超重武者オタス－Ｋ,CP17-JP009,nomal,0
超重武者コブ－Ｃ,CP17-JP010,nomal,0
超重蒸鬼テツドウ－Ｏ,CP17-JP011,Super,0
超重蒸鬼テツドウ－Ｏ,CP17-JP011,Collectors,0
魔界劇団カーテン・ライザー,CP17-JP012,Rare,0
魔界台本「魔界の宴タ女」,CP17-JP013,nomal,0
ＲＲ－ラダー・ストリクス,CP17-JP014,nomal,0
ＲＲ－ファイナル・フォートレス・ファルコン,CP17-JP015,Super,0
ＲＲ－ファイナル・フォートレス・ファルコン,CP17-JP015,Collectors,0
黄昏の忍者－ジョウゲン,CP17-JP016,nomal,0
黄昏の忍者－カゲン,CP17-JP017,nomal,0
ホワイト・モーレイ,CP17-JP018,nomal,0
白闘気海豚,CP17-JP019,Super,0
白闘気海豚,CP17-JP019,Collectors,0
白闘気白鯨,CP17-JP020,Ultra,0
白闘気白鯨,CP17-JP020,Collectors,0
アマゾネスの斥候,CP17-JP021,nomal,0
アマゾネスペット虎獅子,CP17-JP022,nomal,0
アマゾネス女帝,CP17-JP023,Super,0
アマゾネス女帝,CP17-JP023,Collectors,0
スローライフ,CP17-JP024,nomal,0
剣闘獣ノクシウス,CP17-JP025,nomal,0
剣闘獣アンダバタエ,CP17-JP026,nomal,0
剣闘獣総監エーディトル,CP17-JP027,nomal,0
Ｄ－ＨＥＲＯ ドリームガイ,CP17-JP028,nomal,0
Ｄ－ＨＥＲＯ ダスクユートピアガイ,CP17-JP029,Rare,0
Ｖ・ＨＥＲＯ ウィッチ・レイド,CP17-JP030,Rare,0
ジャイアント・レックス,CP17-JP031,nomal,0
究極進化薬,CP17-JP032,Rare,0
時空超越,CP17-JP033,nomal,0
ジュラシック・インパクト,CP17-JP034,nomal,0
混沌幻魔アーミタイル,CP17-JP035,N-Rare,0
時械神ラツィオン,CP17-JP036,nomal,0
時械神ザフィオン,CP17-JP037,nomal,0
時械神サディオン,CP17-JP038,nomal,0
時械神カミオン,CP17-JP039,nomal,0
時械巫女,CP17-JP040,Super,0
時械巫女,CP17-JP040,Collectors,0
Ｎｏ.２９ マネキンキャット,CP17-JP041,N-Rare,0
Ｎｏ.４１ 泥睡魔獣バグースカ,CP17-JP042,Rare,0
Ｎｏ.６８ 魔天牢サンダルフォン,CP17-JP043,nomal,0
Ｎｏ.７１ リバリアン・シャーク,CP17-JP044,Rare,0
Ｎｏ.８９ 電脳獣ディアブロシス,CP17-JP045,Ultra,0
Ｎｏ.８９ 電脳獣ディアブロシス,CP17-JP045,Collectors,0
