name,card_id,rare,stock
爆走特急ロケット・アロー,SLF1-JP001,nomal,0
深夜急行騎士ナイト・エクスプレス・ナイト,SLF1-JP002,nomal,0
弾丸特急バレット・ライナー,SLF1-JP003,nomal,0
重機貨列車デリックレーン,SLF1-JP004,nomal,0
除雪機関車ハッスル・ラッセル,SLF1-JP005,nomal,0
勇気機関車ブレイブポッポ,SLF1-JP006,nomal,0
無頼特急バトレイン,SLF1-JP007,nomal,0
豪腕特急トロッコロッコ,SLF1-JP008,nomal,0
爆走軌道フライング・ペガサス,SLF1-JP009,N-Parallel,0
工作列車シグナル・レッド,SLF1-JP010,nomal,0
超弩級砲塔列車グスタフ・マックス,SLF1-JP011,nomal,0
Ｎｏ.８１ 超弩級砲塔列車スペリオル・ドーラ,SLF1-JP012,nomal,0
超弩級砲塔列車ジャガーノート・リーベ,SLF1-JP013,N-Parallel,0
重装甲列車アイアン・ヴォルフ,SLF1-JP014,nomal,0
機関重連アンガー・ナックル,SLF1-JP015,nomal,0
臨時ダイヤ,SLF1-JP016,nomal,0
機関連結,SLF1-JP017,nomal,0
転回操車,SLF1-JP018,nomal,0
緊急ダイヤ,SLF1-JP019,nomal,0
掃射特攻,SLF1-JP020,nomal,0
召喚師アレイスター,SLF1-JP021,nomal,0
召喚獣カリギュラ,SLF1-JP022,nomal,0
召喚獣ライディーン,SLF1-JP023,nomal,0
召喚獣コキュートス,SLF1-JP024,nomal,0
召喚獣プルガトリオ,SLF1-JP025,nomal,0
召喚獣メガラニカ,SLF1-JP026,nomal,0
召喚獣メルカバー,SLF1-JP027,N-Parallel,0
召喚獣エリュシオン,SLF1-JP028,nomal,0
召喚獣アウゴエイデス,SLF1-JP029,nomal,0
暴走召喚師アレイスター,SLF1-JP030,nomal,0
暴走魔法陣,SLF1-JP031,nomal,0
召喚魔術,SLF1-JP032,N-Parallel,0
法の聖典,SLF1-JP033,nomal,0
魔法名－「大いなる獣」,SLF1-JP034,nomal,0
閃刀姫－レイ,SLF1-JP035,nomal,0
閃刀姫－ロゼ,SLF1-JP036,nomal,0
閃術兵器－Ｈ.Ａ.Ｍ.Ｐ.,SLF1-JP037,nomal,0
閃刀姫－カガリ,SLF1-JP038,nomal,0
閃刀姫－シズク,SLF1-JP039,N-Parallel,0
閃刀姫－ハヤテ,SLF1-JP040,nomal,0
閃刀姫－カイナ,SLF1-JP041,nomal,0
閃刀姫－ジーク,SLF1-JP042,nomal,0
閃刀起動－エンゲージ,SLF1-JP043,N-Parallel,0
閃刀術式－アフターバーナー,SLF1-JP044,nomal,0
閃刀術式－ジャミングウェーブ,SLF1-JP045,nomal,0
