name,card_id,rare,stock
神獣王バルバロス,GS02-JP001,N-Rare,0
マジシャンズ・ヴァルキリア,GS02-JP002,N-Rare,0
メタモルポット,GS02-JP003,nomal,0
魂を削る死霊,GS02-JP004,nomal,0
氷帝メビウス,GS02-JP005,nomal,0
魔導戦士 ブレイカー,GS02-JP006,nomal,0
ならず者傭兵部隊,GS02-JP007,nomal,0
ダーク・アームド・ドラゴン,GS02-JP008,nomal,0
裁きの龍,GS02-JP009,nomal,0
Ａ・Ｏ・Ｊ カタストル,GS02-JP010,nomal,0
月の書,GS02-JP011,nomal,0
洗脳－ブレインコントロール,GS02-JP012,nomal,0
地割れ,GS02-JP013,nomal,0
ライトニング・ボルテックス,GS02-JP014,nomal,0
ハリケーン,GS02-JP015,nomal,0
スキルドレイン,GS02-JP016,nomal,0
リビングデッドの呼び声,GS02-JP017,nomal,0
神の宣告,GS02-JP018,nomal,0
魔法の筒,GS02-JP019,nomal,0
炸裂装甲,GS02-JP020,nomal,0
